,weight_decay,lr,epochs,patience,delta,feature_dim,features,pre_process_layers,post_process_layers,layer_connectivity,hidden_channels,batch_norm,dropout,macro_aggregation,L2_norm,msg_passing_layers,normalize_output,heads,add_self_loops,concat,val_auc,accepted,val_auc_random_features
684,0.001,0.01,500,10,0.1,64,go2vec,1,0,sum,64,False,0.0,sum,False,3,True,2,False,True,0.897,True,0.826
944,0.001,0.01,300,10,0.1,128,go2vec,0,0,sum,64,False,0.3,mean,True,3,True,2,False,False,0.897,True,0.521
158,0.001,0.001,300,10,0.1,128,go2vec,2,0,cat,128,False,0.0,mean,True,2,True,2,False,False,0.897,True,0.707
265,0.001,0.001,300,10,0.1,64,go2vec,0,1,cat,64,True,0.5,sum,False,2,True,1,False,False,0.897,True,0.655
68,0.001,0.001,500,10,0.1,16,go2vec,2,0,cat,16,False,0.0,sum,True,3,True,3,False,False,0.897,True,0.796
706,0.001,0.001,400,10,0.1,64,go2vec,2,0,cat,32,False,0.5,sum,True,4,False,2,False,True,0.897,True,0.714
222,0.001,0.001,500,10,0.1,32,go2vec,1,2,sum,32,False,0.0,mean,False,4,True,3,False,True,0.897,True,0.833
267,0.001,0.001,300,10,0.1,64,go2vec,0,1,cat,64,False,0.5,sum,False,2,True,3,False,False,0.897,True,0.65
227,0.001,0.01,500,10,0.1,32,go2vec,2,2,sum,32,False,0.0,mean,True,4,True,3,False,True,0.897,True,0.816
723,0.001,0.0001,400,10,0.1,16,go2vec,0,0,cat,16,True,0.0,sum,True,4,True,3,False,True,0.896,True,0.785
415,0.001,0.01,400,10,0.1,16,go2vec,0,0,sum,128,True,0.0,mean,False,4,True,3,False,True,0.896,True,0.493
453,0.001,0.001,500,10,0.1,16,go2vec,2,2,cat,16,False,0.0,sum,False,3,True,3,False,False,0.896,True,0.81
947,0.001,0.01,300,10,0.1,128,go2vec,1,0,False,64,False,0.3,mean,True,3,True,2,False,False,0.896,True,0.817
322,0.001,0.01,400,10,0.1,16,go2vec,1,1,sum,16,False,0.3,sum,False,3,True,3,False,True,0.896,True,0.797
328,0.001,0.01,400,10,0.1,16,go2vec,2,1,sum,16,True,0.3,sum,True,3,True,3,False,True,0.896,True,0.767
671,0.001,0.001,400,10,0.1,64,go2vec,1,0,sum,64,False,0.0,sum,True,2,True,3,False,False,0.896,True,0.488
456,0.001,0.01,500,10,0.1,16,go2vec,0,0,cat,16,False,0.0,sum,False,3,True,3,False,False,0.895,True,0.749
942,0.001,0.01,300,10,0.1,128,go2vec,0,0,sum,64,False,0.3,mean,True,4,True,2,False,True,0.895,True,0.505
326,0.001,0.01,400,10,0.1,16,go2vec,2,1,sum,16,False,0.3,sum,True,3,True,3,False,True,0.895,True,0.613
681,0.001,0.001,400,10,0.1,64,go2vec,1,0,sum,64,False,0.0,sum,False,3,True,2,False,True,0.895,True,0.769
221,0.001,0.001,300,10,0.1,32,go2vec,1,2,sum,32,False,0.0,mean,False,4,True,3,False,True,0.895,True,0.802
268,0.001,0.001,300,10,0.1,64,go2vec,0,1,cat,64,False,0.5,sum,True,2,True,3,False,False,0.894,True,0.512
266,0.001,0.001,300,10,0.1,64,go2vec,0,1,cat,64,True,0.5,sum,False,2,True,3,False,False,0.894,True,0.571
814,0.001,0.01,500,10,0.1,16,go2vec,0,2,cat,128,False,0.3,mean,False,4,True,3,False,True,0.894,True,0.807
106,0.001,0.01,500,10,0.1,16,go2vec,1,0,sum,16,False,0.5,sum,False,3,True,1,False,False,0.894,True,0.725
220,0.001,0.001,300,10,0.1,64,go2vec,1,2,sum,32,False,0.0,mean,False,4,True,3,False,True,0.894,True,0.793
411,0.001,0.0001,400,10,0.1,16,go2vec,0,0,sum,128,True,0.5,mean,False,4,True,3,False,True,0.894,True,0.833
107,0.001,0.01,500,10,0.1,16,go2vec,1,0,sum,16,False,0.5,sum,False,3,True,1,False,True,0.893,True,0.778
435,0.001,0.01,500,10,0.1,128,go2vec,0,2,sum,16,True,0.5,mean,True,2,False,3,False,False,0.893,True,0.504
108,0.001,0.001,500,10,0.1,16,go2vec,1,0,sum,16,False,0.5,sum,False,3,True,1,False,True,0.893,True,0.77
357,0.001,0.01,400,10,0.1,32,go2vec,1,1,cat,32,False,0.5,mean,False,4,False,3,False,False,0.893,True,0.694
55,0.001,0.001,400,10,0.1,16,go2vec,1,0,False,16,True,0.5,sum,True,4,False,2,False,True,0.893,True,0.839
806,0.001,0.0001,300,10,0.1,32,go2vec,0,2,cat,16,True,0.0,mean,False,4,True,2,False,True,0.893,True,0.763
231,0.001,0.01,500,10,0.1,32,go2vec,2,0,sum,64,False,0.0,mean,True,4,True,3,False,False,0.893,True,0.796
987,0.001,0.0001,300,10,0.1,128,go2vec,0,1,sum,64,False,0.0,mean,False,4,False,2,False,True,0.893,False,0.661
817,0.001,0.01,500,10,0.1,16,go2vec,0,1,cat,128,False,0.3,mean,False,4,True,3,False,True,0.893,True,0.809
389,0.001,0.01,300,10,0.1,32,go2vec,0,0,False,32,False,0.0,sum,True,3,True,2,False,True,0.893,True,0.769
457,0.001,0.01,500,10,0.1,16,go2vec,0,0,cat,16,True,0.0,sum,False,3,True,3,False,False,0.893,True,0.531
618,0.001,0.001,400,10,0.1,64,go2vec,1,1,sum,32,False,0.3,mean,False,3,True,3,False,True,0.893,True,0.751
210,0.001,0.01,300,10,0.1,64,go2vec,1,2,sum,64,False,0.0,mean,True,2,False,3,False,True,0.893,True,0.481
119,0.001,0.0001,400,10,0.1,128,go2vec,1,0,sum,64,True,0.0,sum,False,4,True,2,False,True,0.892,True,0.504
223,0.001,0.001,400,10,0.1,32,go2vec,1,2,sum,32,False,0.0,mean,False,4,True,3,False,True,0.892,True,0.819
492,0.001,0.01,300,10,0.1,16,go2vec,0,2,False,16,True,0.3,mean,False,2,False,1,False,True,0.892,True,0.643
943,0.001,0.01,300,10,0.1,128,go2vec,0,0,sum,64,False,0.3,mean,True,3,True,2,False,True,0.892,True,0.582
449,0.001,0.001,500,10,0.1,16,go2vec,2,2,False,16,False,0.0,sum,False,4,True,3,False,True,0.892,True,0.881
398,0.001,0.001,500,10,0.1,32,go2vec,0,0,sum,32,False,0.5,sum,True,3,True,2,False,True,0.892,True,0.52
216,0.001,0.001,300,10,0.1,64,go2vec,1,2,sum,32,False,0.3,mean,True,3,False,3,False,True,0.892,True,0.491
23,0.001,0.001,400,10,0.1,16,go2vec,1,1,sum,128,False,0.3,mean,False,1,False,2,False,True,0.891,True,0.562
323,0.001,0.01,300,10,0.1,16,go2vec,1,1,sum,16,False,0.3,sum,False,3,True,3,False,True,0.891,True,0.547
253,0.001,0.001,500,10,0.1,64,go2vec,1,1,cat,64,False,0.3,sum,False,1,False,3,False,False,0.891,True,0.511
339,0.001,0.01,400,10,0.1,16,go2vec,2,0,sum,32,False,0.5,mean,False,3,False,3,False,False,0.891,True,0.821
941,0.001,0.01,300,10,0.1,128,go2vec,0,0,sum,64,True,0.3,mean,True,4,True,2,False,True,0.891,True,0.509
269,0.001,0.001,300,10,0.1,64,go2vec,0,1,sum,64,False,0.5,sum,True,2,True,3,False,False,0.891,True,0.623
988,0.001,0.0001,300,10,0.1,128,go2vec,0,1,sum,64,False,0.0,mean,False,4,False,2,False,True,0.891,False,0.642
735,0.001,0.001,500,10,0.1,16,go2vec,0,2,cat,32,True,0.3,sum,False,4,True,3,False,False,0.891,True,0.84
619,0.001,0.001,400,10,0.1,64,go2vec,1,1,sum,32,False,0.3,mean,False,4,True,3,False,True,0.891,True,0.773
275,0.001,0.001,300,10,0.1,64,go2vec,0,1,False,64,False,0.5,sum,False,2,False,2,False,False,0.89,True,0.573
70,0.001,0.001,500,10,0.1,16,go2vec,2,0,cat,16,False,0.0,sum,True,4,True,2,False,False,0.89,True,0.83
209,0.001,0.01,300,10,0.1,64,go2vec,1,2,sum,64,False,0.0,mean,True,2,False,2,False,True,0.89,True,0.482
726,0.001,0.001,500,10,0.1,16,go2vec,0,0,cat,16,True,0.0,sum,False,4,True,3,False,True,0.89,True,0.624
614,0.001,0.001,400,10,0.1,64,go2vec,1,1,sum,32,False,0.5,mean,True,2,True,3,False,True,0.89,True,0.519
928,0.001,0.0001,300,10,0.1,64,go2vec,1,0,cat,64,True,0.3,sum,False,4,False,2,False,False,0.89,True,0.792
673,0.001,0.001,400,10,0.1,64,go2vec,1,2,sum,64,False,0.0,sum,False,2,True,3,False,False,0.89,True,0.693
56,0.001,0.001,400,10,0.1,16,go2vec,1,0,False,16,True,0.5,sum,True,3,False,2,False,True,0.889,True,0.639
212,0.001,0.001,300,10,0.1,64,go2vec,1,2,sum,32,False,0.0,mean,True,2,False,3,False,True,0.889,True,0.588
579,0.001,0.01,500,10,0.1,128,go2vec,0,1,False,128,False,0.5,sum,False,4,True,2,False,True,0.889,True,0.787
69,0.001,0.001,500,10,0.1,16,go2vec,2,0,cat,16,False,0.0,sum,True,4,True,3,False,False,0.889,True,0.818
117,0.001,0.0001,400,10,0.1,128,go2vec,1,0,sum,64,False,0.0,sum,False,3,True,2,False,True,0.889,True,0.785
118,0.001,0.0001,400,10,0.1,128,go2vec,1,0,sum,64,True,0.0,sum,False,3,True,2,False,True,0.889,True,0.478
736,0.001,0.001,500,10,0.1,16,go2vec,0,2,cat,32,True,0.3,mean,False,4,True,3,False,False,0.889,True,0.554
301,0.001,0.001,300,10,0.1,64,go2vec,1,1,sum,64,True,0.3,sum,True,4,False,1,False,False,0.888,True,0.602
721,0.001,0.0001,500,10,0.1,16,go2vec,2,0,cat,16,True,0.0,sum,True,4,True,3,False,True,0.888,True,0.786
103,0.001,0.01,500,10,0.1,16,go2vec,1,0,sum,16,False,0.5,sum,False,2,True,3,False,True,0.888,True,0.676
334,0.001,0.01,500,10,0.1,16,go2vec,2,0,sum,32,False,0.3,sum,True,3,True,3,False,False,0.888,True,0.769
578,0.001,0.01,500,10,0.1,128,go2vec,0,1,False,128,False,0.5,sum,False,3,True,2,False,True,0.888,True,0.576
664,0.001,0.001,400,10,0.1,64,go2vec,0,0,False,64,True,0.0,sum,False,2,False,1,False,False,0.887,True,0.631
549,0.001,0.01,400,10,0.1,128,go2vec,0,1,False,128,False,0.3,mean,False,3,True,2,False,True,0.887,True,0.749
467,0.001,0.001,300,10,0.1,16,go2vec,1,2,cat,16,False,0.3,sum,False,4,False,3,False,False,0.887,True,0.823
387,0.001,0.01,300,10,0.1,32,go2vec,1,0,False,32,False,0.0,sum,True,2,True,2,False,True,0.887,True,0.762
382,0.001,0.001,300,10,0.1,32,go2vec,2,0,False,32,False,0.0,mean,True,2,False,3,False,True,0.887,True,0.765
82,0.001,0.001,500,10,0.1,16,go2vec,2,0,False,16,True,0.0,mean,False,4,False,1,False,True,0.887,True,0.545
732,0.001,0.001,300,10,0.1,16,go2vec,0,1,cat,32,True,0.0,sum,False,4,True,3,False,False,0.886,True,0.77
33,0.001,0.01,400,10,0.1,128,go2vec,2,1,sum,128,False,0.3,mean,False,2,True,2,False,True,0.886,True,0.736
938,0.001,0.01,300,10,0.1,64,go2vec,0,0,sum,64,True,0.3,mean,True,4,True,2,False,True,0.886,True,0.614
320,0.001,0.01,500,10,0.1,32,go2vec,1,1,sum,16,False,0.3,sum,False,3,True,3,False,True,0.886,True,0.788
546,0.001,0.01,400,10,0.1,64,go2vec,0,1,False,128,True,0.3,mean,False,3,True,2,False,True,0.886,True,0.428
935,0.001,0.0001,300,10,0.1,64,go2vec,0,0,cat,64,True,0.3,mean,True,4,True,2,False,True,0.886,True,0.806
733,0.001,0.001,300,10,0.1,16,go2vec,0,2,cat,32,True,0.0,sum,False,4,True,3,False,False,0.886,True,0.753
413,0.001,0.01,400,10,0.1,16,go2vec,0,0,sum,128,False,0.5,mean,False,4,True,3,False,True,0.886,True,0.761
647,0.001,0.001,300,10,0.1,32,go2vec,1,0,sum,64,True,0.5,sum,False,2,True,3,False,True,0.886,True,0.505
32,0.001,0.001,400,10,0.1,128,go2vec,2,1,sum,128,False,0.3,mean,False,2,True,2,False,True,0.885,True,0.51
321,0.001,0.01,500,10,0.1,16,go2vec,1,1,sum,16,False,0.3,sum,False,3,True,3,False,True,0.885,True,0.595
215,0.001,0.001,300,10,0.1,64,go2vec,1,2,sum,32,False,0.3,mean,True,2,False,3,False,True,0.885,True,0.49
495,0.001,0.001,300,10,0.1,16,go2vec,0,2,False,16,True,0.0,mean,False,2,False,1,False,True,0.885,True,0.605
155,0.001,0.0001,300,10,0.1,128,go2vec,2,2,False,128,False,0.0,mean,True,2,True,2,False,False,0.884,True,0.791
174,0.001,0.0001,400,10,0.1,128,go2vec,2,1,False,128,False,0.3,mean,True,3,True,2,False,False,0.884,True,0.786
288,0.001,0.01,400,10,0.1,64,go2vec,2,1,False,64,True,0.5,mean,False,3,False,1,False,True,0.884,True,0.64
803,0.001,0.001,300,10,0.1,32,go2vec,0,2,cat,32,True,0.0,mean,False,4,True,2,False,False,0.884,True,0.706
796,0.001,0.0001,300,10,0.1,32,go2vec,0,2,cat,32,True,0.0,sum,True,4,True,1,False,True,0.884,True,0.794
226,0.001,0.001,500,10,0.1,32,go2vec,2,2,sum,32,False,0.0,mean,True,4,True,3,False,True,0.884,True,0.813
434,0.001,0.01,300,10,0.1,128,go2vec,0,2,sum,16,True,0.5,mean,True,2,False,3,False,False,0.883,True,0.485
799,0.001,0.001,300,10,0.1,32,go2vec,0,2,cat,32,True,0.0,sum,False,4,True,1,False,True,0.883,True,0.744
340,0.001,0.01,400,10,0.1,16,go2vec,2,0,sum,32,False,0.5,mean,False,3,False,3,False,True,0.883,True,0.808
978,0.001,0.001,400,10,0.1,128,go2vec,2,1,sum,64,False,0.5,sum,False,4,True,2,False,True,0.883,False,0.756
324,0.001,0.01,300,10,0.1,16,go2vec,2,1,sum,16,False,0.3,sum,False,3,True,3,False,True,0.883,True,0.611
256,0.001,0.01,500,10,0.1,64,go2vec,2,2,cat,64,False,0.3,sum,False,1,False,3,False,False,0.883,True,0.5
801,0.001,0.001,300,10,0.1,32,go2vec,0,2,cat,32,True,0.0,mean,False,4,True,1,False,False,0.883,True,0.744
238,0.001,0.01,500,10,0.1,32,go2vec,2,1,sum,64,True,0.3,sum,True,4,False,3,False,False,0.883,True,0.62
715,0.001,0.0001,300,10,0.1,32,go2vec,2,0,cat,16,True,0.0,sum,True,4,False,3,False,True,0.883,True,0.744
932,0.001,0.0001,300,10,0.1,64,go2vec,1,0,cat,64,True,0.3,mean,True,4,True,2,False,False,0.883,True,0.813
933,0.001,0.0001,300,10,0.1,64,go2vec,1,0,cat,64,True,0.3,mean,True,4,True,2,False,True,0.882,True,0.829
722,0.001,0.0001,400,10,0.1,16,go2vec,2,0,cat,16,True,0.0,sum,True,4,True,3,False,True,0.882,True,0.742
794,0.001,0.0001,300,10,0.1,32,go2vec,0,2,sum,32,True,0.0,sum,True,4,True,1,False,True,0.882,True,0.654
325,0.001,0.01,400,10,0.1,16,go2vec,2,1,sum,16,False,0.3,sum,False,3,True,3,False,True,0.882,True,0.74
439,0.001,0.01,500,10,0.1,128,go2vec,0,2,sum,16,True,0.0,sum,False,2,True,3,False,False,0.881,True,0.511
798,0.001,0.001,300,10,0.1,32,go2vec,0,2,cat,32,True,0.0,sum,True,4,True,1,False,True,0.881,True,0.516
544,0.001,0.0001,400,10,0.1,64,go2vec,0,1,False,128,True,0.3,mean,False,2,True,2,False,True,0.881,True,0.59
577,0.001,0.01,500,10,0.1,128,go2vec,0,1,False,128,False,0.5,mean,False,3,True,2,False,True,0.881,True,0.572
936,0.001,0.0001,300,10,0.1,64,go2vec,0,0,sum,64,True,0.3,mean,True,4,True,2,False,True,0.881,True,0.796
455,0.001,0.01,500,10,0.1,16,go2vec,0,2,cat,16,False,0.0,sum,False,3,True,3,False,False,0.88,True,0.5
946,0.001,0.01,300,10,0.1,128,go2vec,0,0,False,64,False,0.3,mean,True,3,True,2,False,False,0.88,True,0.739
922,0.001,0.0001,300,10,0.1,64,go2vec,1,1,cat,64,False,0.3,sum,False,4,False,2,False,False,0.88,False,0.755
40,0.001,0.01,500,10,0.1,128,go2vec,2,0,sum,16,False,0.3,mean,False,2,True,2,False,False,0.879,True,0.721
719,0.001,0.0001,300,10,0.1,32,go2vec,2,0,cat,16,True,0.0,sum,True,4,True,3,False,True,0.879,True,0.822
41,0.001,0.01,400,10,0.1,128,go2vec,2,0,sum,16,False,0.3,mean,False,2,True,2,False,False,0.879,True,0.739
388,0.001,0.01,300,10,0.1,32,go2vec,0,0,False,32,False,0.0,sum,True,2,True,2,False,True,0.879,True,0.5
604,0.001,0.0001,500,10,0.1,128,go2vec,1,1,sum,128,False,0.3,mean,True,2,True,2,False,True,0.878,True,0.762
800,0.001,0.001,300,10,0.1,32,go2vec,0,2,cat,32,True,0.0,mean,False,4,True,1,False,True,0.878,True,0.753
22,0.001,0.001,400,10,0.1,16,go2vec,1,1,sum,128,False,0.5,mean,False,1,False,2,False,True,0.878,True,0.542
617,0.001,0.001,400,10,0.1,64,go2vec,1,1,sum,32,False,0.3,mean,True,3,True,3,False,True,0.878,True,0.692
793,0.001,0.001,300,10,0.1,32,go2vec,0,2,sum,32,True,0.0,sum,True,4,True,1,False,True,0.878,True,0.625
254,0.001,0.001,500,10,0.1,64,go2vec,2,1,cat,64,False,0.3,sum,False,1,False,3,False,False,0.878,True,0.535
156,0.001,0.0001,300,10,0.1,128,go2vec,2,2,cat,128,False,0.0,mean,True,2,True,2,False,False,0.878,True,0.715
784,0.001,0.001,400,10,0.1,32,go2vec,2,2,sum,32,True,0.5,mean,True,3,False,2,False,True,0.878,True,0.588
54,0.001,0.001,400,10,0.1,16,go2vec,1,0,False,16,False,0.5,sum,True,4,False,2,False,True,0.878,True,0.789
451,0.001,0.001,500,10,0.1,16,go2vec,2,2,False,16,False,0.0,sum,False,3,True,3,False,False,0.877,True,0.754
931,0.001,0.0001,300,10,0.1,64,go2vec,1,0,cat,64,True,0.3,mean,False,4,True,2,False,False,0.877,True,0.804
6,0.001,0.0001,500,10,0.1,32,go2vec,1,1,sum,32,False,0.3,mean,False,3,False,3,False,True,0.877,True,0.745
232,0.001,0.01,300,10,0.1,32,go2vec,2,0,sum,64,False,0.0,mean,True,4,True,3,False,False,0.877,True,0.793
93,0.001,0.01,300,10,0.1,16,go2vec,1,0,False,16,False,0.0,mean,True,2,True,3,False,True,0.877,True,0.762
101,0.001,0.01,500,10,0.1,16,go2vec,1,0,sum,16,False,0.5,mean,True,2,True,3,False,True,0.877,True,0.743
177,0.001,0.0001,400,10,0.1,128,go2vec,2,2,False,128,False,0.3,mean,True,3,True,2,False,True,0.877,True,0.746
616,0.001,0.001,400,10,0.1,64,go2vec,1,1,sum,32,False,0.5,mean,True,3,True,3,False,True,0.876,True,0.677
154,0.001,0.0001,300,10,0.1,128,go2vec,1,2,False,128,False,0.0,mean,True,2,True,2,False,False,0.876,True,0.613
134,0.001,0.001,300,10,0.1,64,go2vec,2,1,sum,128,False,0.5,sum,False,1,False,2,False,False,0.876,True,0.552
384,0.001,0.01,300,10,0.1,32,go2vec,2,0,False,32,False,0.0,mean,True,2,True,3,False,True,0.876,True,0.764
923,0.001,0.0001,300,10,0.1,64,go2vec,1,1,cat,64,False,0.3,sum,False,4,False,2,False,False,0.875,True,0.753
336,0.001,0.01,400,10,0.1,16,go2vec,2,0,sum,32,False,0.5,sum,True,3,True,3,False,False,0.875,True,0.768
747,0.001,0.0001,500,10,0.1,32,go2vec,2,2,sum,32,True,0.3,mean,True,2,False,3,False,True,0.875,True,0.759
672,0.001,0.001,400,10,0.1,64,go2vec,1,2,sum,64,False,0.0,sum,True,2,True,3,False,False,0.874,True,0.578
925,0.001,0.0001,400,10,0.1,64,go2vec,1,2,cat,64,False,0.3,sum,False,4,False,2,False,False,0.874,True,0.773
468,0.001,0.001,300,10,0.1,16,go2vec,1,2,cat,16,False,0.3,sum,True,4,False,3,False,False,0.874,True,0.786
274,0.001,0.001,300,10,0.1,64,go2vec,0,1,False,64,False,0.5,sum,False,2,False,3,False,False,0.874,True,0.609
359,0.001,0.001,400,10,0.1,32,go2vec,1,1,cat,32,False,0.5,mean,False,4,True,3,False,False,0.873,True,0.737
337,0.001,0.01,400,10,0.1,16,go2vec,2,0,sum,32,False,0.5,mean,True,3,True,3,False,False,0.873,True,0.579
203,0.001,0.0001,400,10,0.1,128,go2vec,1,2,sum,128,True,0.0,mean,True,2,False,2,False,False,0.873,True,0.576
847,0.001,0.001,500,10,0.1,16,go2vec,0,0,sum,16,True,0.5,sum,True,2,True,3,False,True,0.873,True,0.545
841,0.001,0.01,500,10,0.1,128,go2vec,0,0,cat,16,True,0.5,sum,True,4,True,3,False,True,0.873,True,0.561
207,0.001,0.01,400,10,0.1,128,go2vec,1,2,sum,64,False,0.0,mean,True,2,False,2,False,True,0.873,True,0.491
358,0.001,0.01,400,10,0.1,32,go2vec,1,1,cat,32,False,0.5,mean,False,4,True,3,False,False,0.873,True,0.745
153,0.001,0.0001,300,10,0.1,128,go2vec,1,2,False,128,False,0.0,mean,True,2,True,2,False,True,0.872,True,0.594
179,0.001,0.0001,400,10,0.1,128,go2vec,2,2,False,128,False,0.3,sum,True,4,True,2,False,True,0.872,True,0.785
178,0.001,0.0001,400,10,0.1,128,go2vec,2,2,False,128,False,0.3,sum,True,3,True,2,False,True,0.872,True,0.757
714,0.001,0.0001,300,10,0.1,32,go2vec,2,0,cat,16,False,0.0,sum,True,4,False,3,False,True,0.872,True,0.796
102,0.001,0.01,500,10,0.1,16,go2vec,1,0,sum,16,False,0.5,mean,False,2,True,3,False,True,0.872,True,0.672
438,0.001,0.01,500,10,0.1,128,go2vec,0,2,sum,16,True,0.0,sum,True,2,True,3,False,False,0.872,True,0.627
163,0.001,0.0001,300,10,0.1,128,go2vec,2,2,cat,128,True,0.0,mean,True,2,False,3,False,False,0.871,True,0.6
573,0.001,0.01,500,10,0.1,128,go2vec,0,0,False,128,False,0.5,mean,True,3,True,3,False,False,0.87,True,0.735
412,0.001,0.01,400,10,0.1,16,go2vec,0,0,sum,128,True,0.5,mean,False,4,True,3,False,True,0.87,True,0.558
383,0.001,0.01,300,10,0.1,32,go2vec,2,0,False,32,False,0.0,mean,True,2,False,3,False,True,0.869,True,0.793
393,0.001,0.001,500,10,0.1,32,go2vec,0,0,False,32,False,0.3,sum,True,3,True,2,False,True,0.869,True,0.562
405,0.001,0.0001,500,10,0.1,32,go2vec,0,0,sum,32,False,0.5,mean,False,4,True,3,False,True,0.869,True,0.775
353,0.001,0.001,400,10,0.1,32,go2vec,1,0,cat,32,True,0.5,mean,False,4,False,3,False,False,0.869,True,0.834
161,0.001,0.0001,300,10,0.1,128,go2vec,2,0,cat,128,True,0.0,mean,True,2,False,2,False,False,0.868,True,0.449
46,0.001,0.01,400,10,0.1,128,go2vec,2,0,sum,16,False,0.5,sum,True,2,False,2,False,True,0.868,True,0.746
975,0.001,0.0001,400,10,0.1,128,go2vec,2,1,sum,64,False,0.5,sum,False,4,False,2,False,True,0.868,True,0.81
329,0.001,0.01,400,10,0.1,16,go2vec,2,1,sum,16,True,0.3,sum,True,3,True,3,False,False,0.868,True,0.637
229,0.001,0.01,500,10,0.1,32,go2vec,2,2,sum,32,False,0.0,mean,True,4,True,3,False,False,0.867,True,0.742
785,0.001,0.001,400,10,0.1,32,go2vec,2,2,sum,32,True,0.5,mean,True,3,True,2,False,True,0.867,True,0.518
213,0.001,0.001,300,10,0.1,64,go2vec,1,2,sum,32,True,0.0,mean,True,2,False,3,False,True,0.867,True,0.465
811,0.001,0.0001,500,10,0.1,16,go2vec,0,2,cat,128,True,0.0,mean,False,4,True,3,False,True,0.867,True,0.744
839,0.001,0.01,500,10,0.1,128,go2vec,1,0,cat,16,True,0.5,sum,True,4,True,3,False,True,0.867,True,0.629
385,0.001,0.01,300,10,0.1,32,go2vec,2,0,False,32,False,0.0,mean,True,2,True,2,False,True,0.867,True,0.789
66,0.001,0.001,400,10,0.1,16,go2vec,2,0,cat,16,False,0.5,sum,True,3,True,3,False,False,0.866,True,0.77
264,0.001,0.001,300,10,0.1,64,go2vec,2,1,cat,64,True,0.5,sum,False,2,True,1,False,False,0.866,True,0.63
116,0.001,0.0001,400,10,0.1,128,go2vec,1,0,sum,64,False,0.5,sum,False,3,True,2,False,True,0.866,True,0.752
615,0.001,0.001,400,10,0.1,64,go2vec,1,1,sum,32,True,0.5,mean,True,2,True,3,False,True,0.866,False,0.559
954,0.001,0.0001,300,10,0.1,128,go2vec,1,0,False,64,True,0.3,mean,True,3,True,3,False,False,0.866,True,0.806
602,0.001,0.0001,500,10,0.1,128,go2vec,1,1,sum,128,False,0.3,mean,True,2,True,1,False,False,0.865,True,0.725
396,0.001,0.0001,500,10,0.1,32,go2vec,0,0,sum,32,False,0.5,sum,True,3,True,2,False,True,0.865,True,0.712
745,0.001,0.0001,500,10,0.1,16,go2vec,2,2,sum,32,True,0.3,mean,True,2,False,3,False,True,0.865,True,0.744
440,0.001,0.01,500,10,0.1,128,go2vec,0,2,sum,16,True,0.0,sum,False,2,True,3,False,True,0.865,True,0.608
67,0.001,0.001,500,10,0.1,16,go2vec,2,0,cat,16,False,0.5,sum,True,3,True,3,False,False,0.864,True,0.776
208,0.001,0.01,300,10,0.1,128,go2vec,1,2,sum,64,False,0.0,mean,True,2,False,2,False,True,0.864,True,0.452
175,0.001,0.0001,400,10,0.1,128,go2vec,2,2,False,128,False,0.3,mean,True,3,True,2,False,False,0.864,True,0.736
557,0.001,0.0001,400,10,0.1,128,go2vec,2,2,cat,128,True,0.3,mean,False,2,True,2,False,False,0.864,True,0.769
114,0.001,0.001,400,10,0.1,128,go2vec,1,0,sum,64,True,0.5,sum,False,3,True,2,False,True,0.864,True,0.552
135,0.001,0.001,400,10,0.1,64,go2vec,2,1,sum,128,False,0.5,sum,False,1,False,2,False,False,0.863,True,0.559
720,0.001,0.0001,300,10,0.1,16,go2vec,2,0,cat,16,True,0.0,sum,True,4,True,3,False,True,0.863,True,0.805
734,0.001,0.001,500,10,0.1,16,go2vec,0,2,cat,32,True,0.0,sum,False,4,True,3,False,False,0.863,True,0.712
